loggingTime;loggingSample;locationHeadingTimestamp_since1970;locationHeadingX;locationHeadingY;locationHeadingZ;locationTrueHeading;locationMagneticHeading;locationHeadingAccuracy
2022-05-16 09:52:03.634;98;1652687523.584856;-97.30137634277344;287.9326171875;-100.3110122680664;-1;99.29728698730469;26
2022-05-16 09:52:03.635;99;1652687523.584856;-97.30137634277344;287.9326171875;-100.3110122680664;-1;99.29728698730469;26
2022-05-16 09:52:03.680;100;1652687523.636767;-144.0592956542969;434.6828918457031;-53.82663726806641;-1;99.25834655761719;26
2022-05-16 09:52:03.735;101;1652687523.688837;-241.9932250976562;663.5037231445312;90.77719879150391;-1;99.2213134765625;26
2022-05-16 09:52:03.777;102;1652687523.743448;-431.7360229492188;940.9332885742188;446.1123352050781;-1;99.18547058105469;26
2022-05-16 09:52:03.836;103;1652687523.818311;-882.412841796875;946.4442138671875;1450.05322265625;-1;99.13260650634766;26
2022-05-16 09:52:03.874;104;1652687523.818311;-882.412841796875;946.4442138671875;1450.05322265625;-1;99.13260650634766;26
2022-05-16 09:52:03.939;105;1652687523.922578;-1022.686645507812;-532.5755615234375;1803.852905273438;-1;99.06187438964844;26
2022-05-16 09:52:03.971;106;1652687523.922578;-1022.686645507812;-532.5755615234375;1803.852905273438;-1;99.06187438964844;26
2022-05-16 09:52:04.036;107;1652687523.975384;-738.557861328125;-969.0643920898438;1140.11474609375;-1;99.02640533447266;26
2022-05-16 09:52:04.067;108;1652687524.026926;-439.9698486328125;-892.0758056640625;487.0620422363281;-1;98.99088287353516;26
2022-05-16 09:52:04.136;109;1652687524.079495;-246.8800201416016;-621.9061279296875;114.579216003418;-1;98.9561767578125;26
2022-05-16 09:52:04.164;110;1652687524.131158;-147.5068664550781;-390.6102294921875;-37.41476821899414;-1;98.92288970947266;26
2022-05-16 09:52:04.234;111;1652687524.183599;-101.6191711425781;-242.3419647216797;-84.98686981201172;-1;98.89199829101562;26
2022-05-16 09:52:04.261;112;1652687524.235029;-80.36557006835938;-157.1693878173828;-92.37702178955078;-1;98.86356353759766;26
2022-05-16 09:52:04.336;113;1652687524.287688;-69.48773956298828;-109.2866134643555;-86.97037506103516;-1;98.83740234375;26
2022-05-16 09:52:04.357;114;1652687524.340128;-64.80191040039062;-83.15074920654297;-78.2685546875;-1;98.81295776367188;26
2022-05-16 09:52:04.398;115;1652687524.391638;-62.32511138916016;-71.73280334472656;-68.47900390625;-1;98.78952026367188;26
2022-05-16 09:52:04.454;116;1652687524.445282;-60.41730499267578;-71.17181396484375;-58.33753967285156;-1;98.76609039306641;26
2022-05-16 09:52:04.499;117;1652687524.496206;-58.94461059570312;-80.21376800537109;-48.35603713989258;-1;98.74224090576172;26
2022-05-16 09:52:04.550;118;1652687524.496206;-58.94461059570312;-80.21376800537109;-48.35603713989258;-1;98.74224090576172;26
2022-05-16 09:52:04.634;119;1652687524.601251;-50.94522857666016;-147.5664215087891;-30.21656799316406;-1;98.69404602050781;26
2022-05-16 09:52:04.647;120;1652687524.601251;-50.94522857666016;-147.5664215087891;-30.21656799316406;-1;98.69404602050781;26
2022-05-16 09:52:04.696;121;1652687524.653685;-36.48608779907227;-233.7619934082031;-33.60771942138672;-1;98.6693115234375;26
2022-05-16 09:52:04.743;122;1652687524.704891;2.573684692382812;-395.82421875;-82.26755523681641;-1;98.64448547363281;26
2022-05-16 09:52:04.782;123;1652687524.757902;105.1934509277344;-668.3368530273438;-273.0038452148438;-1;98.61977386474609;26
2022-05-16 09:52:04.841;124;1652687524.809365;334.0294494628906;-956.5244140625;-781.0048217773438;-1;98.59521484375;26
2022-05-16 09:52:04.879;125;1652687524.861918;656.01318359375;-832.1812133789062;-1570.37548828125;-1;98.57078552246094;26
2022-05-16 09:52:04.938;126;1652687524.913724;823.698974609375;-62.42697906494141;-2007.066162109375;-1;98.54752349853516;26
2022-05-16 09:52:04.976;127;1652687524.966334;666.9243774414062;745.4750366210938;-1629.816528320312;-1;98.52616119384766;26
2022-05-16 09:52:05.037;128;1652687525.018069;343.8027038574219;933.1121826171875;-839.0382080078125;-1;98.50749969482422;26
2022-05-16 09:52:05.072;129;1652687525.018069;343.8027038574219;933.1121826171875;-839.0382080078125;-1;98.50749969482422;26
2022-05-16 09:52:05.136;130;1652687525.122008;10.20480346679688;377.8239440917969;-101.6546173095703;-1;98.47541046142578;26
2022-05-16 09:52:05.169;131;1652687525.122008;10.20480346679688;377.8239440917969;-101.6546173095703;-1;98.47541046142578;26
2022-05-16 09:52:05.234;132;1652687525.174914;-26.98063278198242;213.5837554931641;-50.94730377197266;-1;98.45851135253906;26
2022-05-16 09:52:05.265;133;1652687525.22655;-39.5654411315918;127.8501739501953;-47.49216842651367;-1;98.44040679931641;26
2022-05-16 09:52:05.333;134;1652687525.279218;-44.31821441650391;84.48838806152344;-56.25797653198242;-1;98.42154693603516;26
2022-05-16 09:52:05.362;135;1652687525.331157;-45.69049835205078;65.3814697265625;-68.44692993164062;-1;98.40236663818359;26
2022-05-16 09:52:05.433;136;1652687525.383478;-46.25949478149414;62.04848861694336;-81.27571868896484;-1;98.38397979736328;26
2022-05-16 09:52:05.459;137;1652687525.435901;-48.30117797851562;73.43343353271484;-93.33670043945312;-1;98.36624145507812;26
2022-05-16 09:52:05.533;138;1652687525.487065;-52.21719360351562;104.618278503418;-104.4379272460938;-1;98.34919738769531;26
2022-05-16 09:52:05.555;139;1652687525.539746;-64.16606903076172;172.9609375;-107.2852172851562;-1;98.33271026611328;26
2022-05-16 09:52:05.635;140;1652687525.591529;-97.40201568603516;315.4212341308594;-74.30146789550781;-1;98.31698608398438;26
2022-05-16 09:52:05.652;141;1652687525.643485;-195.5367584228516;585.6898803710938;97.68753814697266;-1;98.30451202392578;26
